county,facility_name,reporting_month,mental_health_prevalence,mental_health_burden_daly,patients_screened,patients_treated,treatment_gap,reporting_year,reporting_quarter,treatment_rate,unmet_need
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-04-01,0.1074,1349.3,68,38,0.4412,2023,Q2,0.5588,30
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-05-01,0.1074,1349.3,67,32,0.5224,2023,Q2,0.4776,35
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-06-01,0.1074,1349.3,76,34,0.5526,2023,Q2,0.4474,42
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-07-01,0.1074,1349.3,67,21,0.6866,2023,Q3,0.3134,46
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-08-01,0.1074,1349.3,52,40,0.2308,2023,Q3,0.7692,12
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-09-01,0.1074,1349.3,69,43,0.3768,2023,Q3,0.6232,26
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-10-01,0.1074,1349.3,59,39,0.339,2023,Q4,0.661,20
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-11-01,0.1074,1349.3,61,30,0.5082,2023,Q4,0.4918,31
Elgeyo Marakwet,Elgeyo Marakwet Health Centre B,2023-12-01,0.1074,1349.3,73,28,0.6164,2023,Q4,0.3836,45
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-01-01,0.1074,1349.3,85,46,0.4588,2022,Q1,0.5412,39
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-02-01,0.1074,1349.3,87,24,0.7241,2022,Q1,0.2759,63
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-03-01,0.1074,1349.3,92,48,0.4783,2022,Q1,0.5217,44
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-04-01,0.1074,1349.3,75,50,0.3333,2022,Q2,0.6667,25
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-05-01,0.1074,1349.3,61,36,0.4098,2022,Q2,0.5902,25
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-06-01,0.1074,1349.3,74,47,0.3649,2022,Q2,0.6351,27
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-07-01,0.1074,1349.3,90,50,0.4444,2022,Q3,0.5556,40
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-08-01,0.1074,1349.3,73,33,0.5479,2022,Q3,0.4521,40
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-09-01,0.1074,1349.3,83,38,0.5422,2022,Q3,0.4578,45
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-10-01,0.1074,1349.3,66,33,0.5,2022,Q4,0.5,33
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-11-01,0.1074,1349.3,69,26,0.6232,2022,Q4,0.3768,43
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2022-12-01,0.1074,1349.3,82,43,0.4756,2022,Q4,0.5244,39
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-01-01,0.1074,1349.3,97,71,0.268,2023,Q1,0.732,26
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-02-01,0.1074,1349.3,91,38,0.5824,2023,Q1,0.4176,53
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-03-01,0.1074,1349.3,94,37,0.6064,2023,Q1,0.3936,57
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-04-01,0.1074,1349.3,94,55,0.4149,2023,Q2,0.5851,39
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-05-01,0.1074,1349.3,77,36,0.5325,2023,Q2,0.4675,41
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-06-01,0.1074,1349.3,77,36,0.5325,2023,Q2,0.4675,41
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-07-01,0.1074,1349.3,82,50,0.3902,2023,Q3,0.6098,32
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-08-01,0.1074,1349.3,81,58,0.284,2023,Q3,0.716,23
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-09-01,0.1074,1349.3,73,32,0.5616,2023,Q3,0.4384,41
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-10-01,0.1074,1349.3,60,46,0.2333,2023,Q4,0.7667,14
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-11-01,0.1074,1349.3,73,46,0.3699,2023,Q4,0.6301,27
Elgeyo Marakwet,Elgeyo Marakwet Community Dispensary,2023-12-01,0.1074,1349.3,69,40,0.4203,2023,Q4,0.5797,29
Nandi,Nandi County Referral Hospital,2022-01-01,0.1344,2095.5,88,55,0.375,2022,Q1,0.625,33
Nandi,Nandi County Referral Hospital,2022-02-01,0.1344,2095.5,78,31,0.6026,2022,Q1,0.3974,47
Nandi,Nandi County Referral Hospital,2022-03-01,0.1344,2095.5,88,65,0.2614,2022,Q1,0.7386,23
Nandi,Nandi County Referral Hospital,2022-04-01,0.1344,2095.5,89,32,0.6404,2022,Q2,0.3596,57
Nandi,Nandi County Referral Hospital,2022-05-01,0.1344,2095.5,72,34,0.5278,2022,Q2,0.4722,38
Nandi,Nandi County Referral Hospital,2022-06-01,0.1344,2095.5,98,42,0.5714,2022,Q2,0.4286,56
Nandi,Nandi County Referral Hospital,2022-07-01,0.1344,2095.5,83,49,0.4096,2022,Q3,0.5904,34
Nandi,Nandi County Referral Hospital,2022-08-01,0.1344,2095.5,67,38,0.4328,2022,Q3,0.5672,29
Nandi,Nandi County Referral Hospital,2022-09-01,0.1344,2095.5,71,32,0.5493,2022,Q3,0.4507,39
Nandi,Nandi County Referral Hospital,2022-10-01,0.1344,2095.5,80,27,0.6625,2022,Q4,0.3375,53
Nandi,Nandi County Referral Hospital,2022-11-01,0.1344,2095.5,62,32,0.4839,2022,Q4,0.5161,30
Nandi,Nandi County Referral Hospital,2022-12-01,0.1344,2095.5,94,48,0.4894,2022,Q4,0.5106,46
Nandi,Nandi County Referral Hospital,2023-01-01,0.1344,2095.5,84,52,0.381,2023,Q1,0.619,32
Nandi,Nandi County Referral Hospital,2023-02-01,0.1344,2095.5,89,34,0.618,2023,Q1,0.382,55
Nandi,Nandi County Referral Hospital,2023-03-01,0.1344,2095.5,105,73,0.3048,2023,Q1,0.6952,32
Nandi,Nandi County Referral Hospital,2023-04-01,0.1344,2095.5,84,61,0.2738,2023,Q2,0.7262,23
Nandi,Nandi County Referral Hospital,2023-05-01,0.1344,2095.5,83,27,0.6747,2023,Q2,0.3253,56
Nandi,Nandi County Referral Hospital,2023-06-01,0.1344,2095.5,75,57,0.24,2023,Q2,0.76,18
Nandi,Nandi County Referral Hospital,2023-07-01,0.1344,2095.5,70,41,0.4143,2023,Q3,0.5857,29
Nandi,Nandi County Referral Hospital,2023-08-01,0.1344,2095.5,70,48,0.3143,2023,Q3,0.6857,22
Nandi,Nandi County Referral Hospital,2023-09-01,0.1344,2095.5,78,26,0.6667,2023,Q3,0.3333,52
Nandi,Nandi County Referral Hospital,2023-10-01,0.1344,2095.5,79,34,0.5696,2023,Q4,0.4304,45
Nandi,Nandi County Referral Hospital,2023-11-01,0.1344,2095.5,57,37,0.3509,2023,Q4,0.6491,20
Nandi,Nandi County Referral Hospital,2023-12-01,0.1344,2095.5,77,31,0.5974,2023,Q4,0.4026,46
Nandi,Nandi Sub-County Hospital,2022-01-01,0.1344,2095.5,98,59,0.398,2022,Q1,0.602,39
Nandi,Nandi Sub-County Hospital,2022-02-01,0.1344,2095.5,95,40,0.5789,2022,Q1,0.4211,55
Nandi,Nandi Sub-County Hospital,2022-03-01,0.1344,2095.5,120,79,0.3417,2022,Q1,0.6583,41
Nandi,Nandi Sub-County Hospital,2022-04-01,0.1344,2095.5,104,67,0.3558,2022,Q2,0.6442,37
Nandi,Nandi Sub-County Hospital,2022-05-01,0.1344,2095.5,103,79,0.233,2022,Q2,0.767,24
Nandi,Nandi Sub-County Hospital,2022-06-01,0.1344,2095.5,87,49,0.4368,2022,Q2,0.5632,38
Nandi,Nandi Sub-County Hospital,2022-07-01,0.1344,2095.5,103,56,0.4563,2022,Q3,0.5437,47
Nandi,Nandi Sub-County Hospital,2022-08-01,0.1344,2095.5,95,68,0.2842,2022,Q3,0.7158,27
Nandi,Nandi Sub-County Hospital,2022-09-01,0.1344,2095.5,77,58,0.2468,2022,Q3,0.7532,19
Nandi,Nandi Sub-County Hospital,2022-10-01,0.1344,2095.5,92,53,0.4239,2022,Q4,0.5761,39
Nandi,Nandi Sub-County Hospital,2022-11-01,0.1344,2095.5,96,30,0.6875,2022,Q4,0.3125,66
Nandi,Nandi Sub-County Hospital,2022-12-01,0.1344,2095.5,104,79,0.2404,2022,Q4,0.7596,25
Nandi,Nandi Sub-County Hospital,2023-01-01,0.1344,2095.5,113,49,0.5664,2023,Q1,0.4336,64
Nandi,Nandi Sub-County Hospital,2023-02-01,0.1344,2095.5,116,59,0.4914,2023,Q1,0.5086,57
Nandi,Nandi Sub-County Hospital,2023-03-01,0.1344,2095.5,101,63,0.3762,2023,Q1,0.6238,38
Nandi,Nandi Sub-County Hospital,2023-04-01,0.1344,2095.5,106,68,0.3585,2023,Q2,0.6415,38
Nandi,Nandi Sub-County Hospital,2023-05-01,0.1344,2095.5,122,57,0.5328,2023,Q2,0.4672,65
Nandi,Nandi Sub-County Hospital,2023-06-01,0.1344,2095.5,94,39,0.5851,2023,Q2,0.4149,55
Nandi,Nandi Sub-County Hospital,2023-07-01,0.1344,2095.5,93,48,0.4839,2023,Q3,0.5161,45
Nandi,Nandi Sub-County Hospital,2023-08-01,0.1344,2095.5,83,49,0.4096,2023,Q3,0.5904,34
Nandi,Nandi Sub-County Hospital,2023-09-01,0.1344,2095.5,91,46,0.4945,2023,Q3,0.5055,45
Nandi,Nandi Sub-County Hospital,2023-10-01,0.1344,2095.5,87,55,0.3678,2023,Q4,0.6322,32
Nandi,Nandi Sub-County Hospital,2023-11-01,0.1344,2095.5,96,47,0.5104,2023,Q4,0.4896,49
Nandi,Nandi Sub-County Hospital,2023-12-01,0.1344,2095.5,83,45,0.4578,2023,Q4,0.5422,38
Nandi,Nandi Health Centre A,2022-01-01,0.1344,2095.5,131,56,0.5725,2022,Q1,0.4275,75
Nandi,Nandi Health Centre A,2022-02-01,0.1344,2095.5,131,39,0.7023,2022,Q1,0.2977,92
Nandi,Nandi Health Centre A,2022-03-01,0.1344,2095.5,147,71,0.517,2022,Q1,0.483,76
Nandi,Nandi Health Centre A,2022-04-01,0.1344,2095.5,127,50,0.6063,2022,Q2,0.3937,77
Nandi,Nandi Health Centre A,2022-05-01,0.1344,2095.5,144,79,0.4514,2022,Q2,0.5486,65
Nandi,Nandi Health Centre A,2022-06-01,0.1344,2095.5,107,36,0.6636,2022,Q2,0.3364,71
Nandi,Nandi Health Centre A,2022-07-01,0.1344,2095.5,107,62,0.4206,2022,Q3,0.5794,45
Nandi,Nandi Health Centre A,2022-08-01,0.1344,2095.5,113,39,0.6549,2022,Q3,0.3451,74
Nandi,Nandi Health Centre A,2022-09-01,0.1344,2095.5,110,38,0.6545,2022,Q3,0.3455,72
Nandi,Nandi Health Centre A,2022-10-01,0.1344,2095.5,106,75,0.2925,2022,Q4,0.7075,31
Nandi,Nandi Health Centre A,2022-11-01,0.1344,2095.5,111,76,0.3153,2022,Q4,0.6847,35
Nandi,Nandi Health Centre A,2022-12-01,0.1344,2095.5,125,36,0.712,2022,Q4,0.288,89
Nandi,Nandi Health Centre A,2023-01-01,0.1344,2095.5,129,90,0.3023,2023,Q1,0.6977,39
Nandi,Nandi Health Centre A,2023-02-01,0.1344,2095.5,139,53,0.6187,2023,Q1,0.3813,86
Nandi,Nandi Health Centre A,2023-03-01,0.1344,2095.5,99,69,0.303,2023,Q1,0.697,30
Nandi,Nandi Health Centre A,2023-04-01,0.1344,2095.5,131,89,0.3206,2023,Q2,0.6794,42
Nandi,Nandi Health Centre A,2023-05-01,0.1344,2095.5,122,75,0.3852,2023,Q2,0.6148,47
Nandi,Nandi Health Centre A,2023-06-01,0.1344,2095.5,117,85,0.2735,2023,Q2,0.7265,32
Nandi,Nandi Health Centre A,2023-07-01,0.1344,2095.5,110,45,0.5909,2023,Q3,0.4091,65
Nandi,Nandi Health Centre A,2023-08-01,0.1344,2095.5,126,70,0.4444,2023,Q3,0.5556,56
Nandi,Nandi Health Centre A,2023-09-01,0.1344,2095.5,81,41,0.4938,2023,Q3,0.5062,40
Nandi,Nandi Health Centre A,2023-10-01,0.1344,2095.5,116,53,0.5431,2023,Q4,0.4569,63
Nandi,Nandi Health Centre A,2023-11-01,0.1344,2095.5,107,42,0.6075,2023,Q4,0.3925,65
Nandi,Nandi Health Centre A,2023-12-01,0.1344,2095.5,128,50,0.6094,2023,Q4,0.3906,78
Nandi,Nandi Health Centre B,2022-01-01,0.1344,2095.5,80,47,0.4125,2022,Q1,0.5875,33
Nandi,Nandi Health Centre B,2022-02-01,0.1344,2095.5,77,29,0.6234,2022,Q1,0.3766,48
Nandi,Nandi Health Centre B,2022-03-01,0.1344,2095.5,81,46,0.4321,2022,Q1,0.5679,35
Nandi,Nandi Health Centre B,2022-04-01,0.1344,2095.5,71,29,0.5915,2022,Q2,0.4085,42
Nandi,Nandi Health Centre B,2022-05-01,0.1344,2095.5,82,46,0.439,2022,Q2,0.561,36
Nandi,Nandi Health Centre B,2022-06-01,0.1344,2095.5,83,49,0.4096,2022,Q2,0.5904,34
Nandi,Nandi Health Centre B,2022-07-01,0.1344,2095.5,73,47,0.3562,2022,Q3,0.6438,26
Nandi,Nandi Health Centre B,2022-08-01,0.1344,2095.5,79,25,0.6835,2022,Q3,0.3165,54
Nandi,Nandi Health Centre B,2022-09-01,0.1344,2095.5,82,29,0.6463,2022,Q3,0.3537,53
Nandi,Nandi Health Centre B,2022-10-01,0.1344,2095.5,71,45,0.3662,2022,Q4,0.6338,26
Nandi,Nandi Health Centre B,2022-11-01,0.1344,2095.5,79,36,0.5443,2022,Q4,0.4557,43
Nandi,Nandi Health Centre B,2022-12-01,0.1344,2095.5,71,47,0.338,2022,Q4,0.662,24
Nandi,Nandi Health Centre B,2023-01-01,0.1344,2095.5,67,28,0.5821,2023,Q1,0.4179,39
Nandi,Nandi Health Centre B,2023-02-01,0.1344,2095.5,74,29,0.6081,2023,Q1,0.3919,45
Nandi,Nandi Health Centre B,2023-03-01,0.1344,2095.5,81,52,0.358,2023,Q1,0.642,29
Nandi,Nandi Health Centre B,2023-04-01,0.1344,2095.5,64,29,0.5469,2023,Q2,0.4531,35
Nandi,Nandi Health Centre B,2023-05-01,0.1344,2095.5,78,24,0.6923,2023,Q2,0.3077,54
Nandi,Nandi Health Centre B,2023-06-01,0.1344,2095.5,86,43,0.5,2023,Q2,0.5,43
Nandi,Nandi Health Centre B,2023-07-01,0.1344,2095.5,73,34,0.5342,2023,Q3,0.4658,39
Nandi,Nandi Health Centre B,2023-08-01,0.1344,2095.5,57,24,0.5789,2023,Q3,0.4211,33
Nandi,Nandi Health Centre B,2023-09-01,0.1344,2095.5,60,36,0.4,2023,Q3,0.6,24
Nandi,Nandi Health Centre B,2023-10-01,0.1344,2095.5,83,48,0.4217,2023,Q4,0.5783,35
Nandi,Nandi Health Centre B,2023-11-01,0.1344,2095.5,83,48,0.4217,2023,Q4,0.5783,35
Nandi,Nandi Health Centre B,2023-12-01,0.1344,2095.5,70,31,0.5571,2023,Q4,0.4429,39
Nandi,Nandi Community Dispensary,2022-01-01,0.1344,2095.5,66,37,0.4394,2022,Q1,0.5606,29
Nandi,Nandi Community Dispensary,2022-02-01,0.1344,2095.5,58,40,0.3103,2022,Q1,0.6897,18
Nandi,Nandi Community Dispensary,2022-03-01,0.1344,2095.5,58,27,0.5345,2022,Q1,0.4655,31
Nandi,Nandi Community Dispensary,2022-04-01,0.1344,2095.5,54,21,0.6111,2022,Q2,0.3889,33
Nandi,Nandi Community Dispensary,2022-05-01,0.1344,2095.5,47,31,0.3404,2022,Q2,0.6596,16
Nandi,Nandi Community Dispensary,2022-06-01,0.1344,2095.5,55,28,0.4909,2022,Q2,0.5091,27
Nandi,Nandi Community Dispensary,2022-07-01,0.1344,2095.5,46,30,0.3478,2022,Q3,0.6522,16
Nandi,Nandi Community Dispensary,2022-08-01,0.1344,2095.5,43,22,0.4884,2022,Q3,0.5116,21
Nandi,Nandi Community Dispensary,2022-09-01,0.1344,2095.5,46,24,0.4783,2022,Q3,0.5217,22
Nandi,Nandi Community Dispensary,2022-10-01,0.1344,2095.5,61,36,0.4098,2022,Q4,0.5902,25
Nandi,Nandi Community Dispensary,2022-11-01,0.1344,2095.5,54,24,0.5556,2022,Q4,0.4444,30
Nandi,Nandi Community Dispensary,2022-12-01,0.1344,2095.5,59,18,0.6949,2022,Q4,0.3051,41
Nandi,Nandi Community Dispensary,2023-01-01,0.1344,2095.5,48,21,0.5625,2023,Q1,0.4375,27
Nandi,Nandi Community Dispensary,2023-02-01,0.1344,2095.5,50,31,0.38,2023,Q1,0.62,19
Nandi,Nandi Community Dispensary,2023-03-01,0.1344,2095.5,68,40,0.4118,2023,Q1,0.5882,28
Nandi,Nandi Community Dispensary,2023-04-01,0.1344,2095.5,81,26,0.679,2023,Q2,0.321,55
Nandi,Nandi Community Dispensary,2023-05-01,0.1344,2095.5,74,42,0.4324,2023,Q2,0.5676,32
Nandi,Nandi Community Dispensary,2023-06-01,0.1344,2095.5,57,29,0.4912,2023,Q2,0.5088,28
Nandi,Nandi Community Dispensary,2023-07-01,0.1344,2095.5,34,17,0.5,2023,Q3,0.5,17
Nandi,Nandi Community Dispensary,2023-08-01,0.1344,2095.5,53,27,0.4906,2023,Q3,0.5094,26
Nandi,Nandi Community Dispensary,2023-09-01,0.1344,2095.5,50,33,0.34,2023,Q3,0.66,17
Nandi,Nandi Community Dispensary,2023-10-01,0.1344,2095.5,67,26,0.6119,2023,Q4,0.3881,41
Nandi,Nandi Community Dispensary,2023-11-01,0.1344,2095.5,41,24,0.4146,2023,Q4,0.5854,17
Nandi,Nandi Community Dispensary,2023-12-01,0.1344,2095.5,70,33,0.5286,2023,Q4,0.4714,37
Baringo,Baringo County Referral Hospital,2022-01-01,0.1299,2127.1,84,38,0.5476,2022,Q1,0.4524,46
Baringo,Baringo County Referral Hospital,2022-02-01,0.1299,2127.1,64,47,0.2656,2022,Q1,0.7344,17
Baringo,Baringo County Referral Hospital,2022-03-01,0.1299,2127.1,59,23,0.6102,2022,Q1,0.3898,36
Baringo,Baringo County Referral Hospital,2022-04-01,0.1299,2127.1,70,50,0.2857,2022,Q2,0.7143,20
Baringo,Baringo County Referral Hospital,2022-05-01,0.1299,2127.1,64,42,0.3438,2022,Q2,0.6562,22
Baringo,Baringo County Referral Hospital,2022-06-01,0.1299,2127.1,73,25,0.6575,2022,Q2,0.3425,48
Baringo,Baringo County Referral Hospital,2022-07-01,0.1299,2127.1,50,17,0.66,2022,Q3,0.34,33
Baringo,Baringo County Referral Hospital,2022-08-01,0.1299,2127.1,60,38,0.3667,2022,Q3,0.6333,22
Baringo,Baringo County Referral Hospital,2022-09-01,0.1299,2127.1,70,35,0.5,2022,Q3,0.5,35
Baringo,Baringo County Referral Hospital,2022-10-01,0.1299,2127.1,56,30,0.4643,2022,Q4,0.5357,26
Baringo,Baringo County Referral Hospital,2022-11-01,0.1299,2127.1,65,19,0.7077,2022,Q4,0.2923,46
Baringo,Baringo County Referral Hospital,2022-12-01,0.1299,2127.1,56,33,0.4107,2022,Q4,0.5893,23
Baringo,Baringo County Referral Hospital,2023-01-01,0.1299,2127.1,65,33,0.4923,2023,Q1,0.5077,32
Baringo,Baringo County Referral Hospital,2023-02-01,0.1299,2127.1,60,25,0.5833,2023,Q1,0.4167,35
Baringo,Baringo County Referral Hospital,2023-03-01,0.1299,2127.1,74,35,0.527,2023,Q1,0.473,39
Baringo,Baringo County Referral Hospital,2023-04-01,0.1299,2127.1,66,45,0.3182,2023,Q2,0.6818,21
Baringo,Baringo County Referral Hospital,2023-05-01,0.1299,2127.1,69,46,0.3333,2023,Q2,0.6667,23
Baringo,Baringo County Referral Hospital,2023-06-01,0.1299,2127.1,67,31,0.5373,2023,Q2,0.4627,36
Baringo,Baringo County Referral Hospital,2023-07-01,0.1299,2127.1,59,35,0.4068,2023,Q3,0.5932,24
Baringo,Baringo County Referral Hospital,2023-08-01,0.1299,2127.1,59,28,0.5254,2023,Q3,0.4746,31
Baringo,Baringo County Referral Hospital,2023-09-01,0.1299,2127.1,54,27,0.5,2023,Q3,0.5,27
Baringo,Baringo County Referral Hospital,2023-10-01,0.1299,2127.1,46,30,0.3478,2023,Q4,0.6522,16
Baringo,Baringo County Referral Hospital,2023-11-01,0.1299,2127.1,57,30,0.4737,2023,Q4,0.5263,27
Baringo,Baringo County Referral Hospital,2023-12-01,0.1299,2127.1,64,34,0.4688,2023,Q4,0.5312,30
Baringo,Baringo Sub-County Hospital,2022-01-01,0.1299,2127.1,76,23,0.6974,2022,Q1,0.3026,53
Baringo,Baringo Sub-County Hospital,2022-02-01,0.1299,2127.1,98,56,0.4286,2022,Q1,0.5714,42
Baringo,Baringo Sub-County Hospital,2022-03-01,0.1299,2127.1,103,64,0.3786,2022,Q1,0.6214,39
Baringo,Baringo Sub-County Hospital,2022-04-01,0.1299,2127.1,80,45,0.4375,2022,Q2,0.5625,35
Baringo,Baringo Sub-County Hospital,2022-05-01,0.1299,2127.1,99,78,0.2121,2022,Q2,0.7879,21
Baringo,Baringo Sub-County Hospital,2022-06-01,0.1299,2127.1,72,52,0.2778,2022,Q2,0.7222,20
Baringo,Baringo Sub-County Hospital,2022-07-01,0.1299,2127.1,76,27,0.6447,2022,Q3,0.3553,49
Baringo,Baringo Sub-County Hospital,2022-08-01,0.1299,2127.1,67,30,0.5522,2022,Q3,0.4478,37
Baringo,Baringo Sub-County Hospital,2022-09-01,0.1299,2127.1,78,55,0.2949,2022,Q3,0.7051,23
Baringo,Baringo Sub-County Hospital,2022-10-01,0.1299,2127.1,67,45,0.3284,2022,Q4,0.6716,22
Baringo,Baringo Sub-County Hospital,2022-11-01,0.1299,2127.1,83,41,0.506,2022,Q4,0.494,42
Baringo,Baringo Sub-County Hospital,2022-12-01,0.1299,2127.1,77,36,0.5325,2022,Q4,0.4675,41
Baringo,Baringo Sub-County Hospital,2023-01-01,0.1299,2127.1,87,57,0.3448,2023,Q1,0.6552,30
Baringo,Baringo Sub-County Hospital,2023-02-01,0.1299,2127.1,84,34,0.5952,2023,Q1,0.4048,50
Baringo,Baringo Sub-County Hospital,2023-03-01,0.1299,2127.1,109,64,0.4128,2023,Q1,0.5872,45
Baringo,Baringo Sub-County Hospital,2023-04-01,0.1299,2127.1,90,64,0.2889,2023,Q2,0.7111,26
Baringo,Baringo Sub-County Hospital,2023-05-01,0.1299,2127.1,80,34,0.575,2023,Q2,0.425,46
Baringo,Baringo Sub-County Hospital,2023-06-01,0.1299,2127.1,83,27,0.6747,2023,Q2,0.3253,56
Baringo,Baringo Sub-County Hospital,2023-07-01,0.1299,2127.1,73,54,0.2603,2023,Q3,0.7397,19
Baringo,Baringo Sub-County Hospital,2023-08-01,0.1299,2127.1,85,36,0.5765,2023,Q3,0.4235,49
Baringo,Baringo Sub-County Hospital,2023-09-01,0.1299,2127.1,70,32,0.5429,2023,Q3,0.4571,38
Baringo,Baringo Sub-County Hospital,2023-10-01,0.1299,2127.1,79,47,0.4051,2023,Q4,0.5949,32
Baringo,Baringo Sub-County Hospital,2023-11-01,0.1299,2127.1,79,59,0.2532,2023,Q4,0.7468,20
Baringo,Baringo Sub-County Hospital,2023-12-01,0.1299,2127.1,83,23,0.7229,2023,Q4,0.2771,60
Baringo,Baringo Health Centre A,2022-01-01,0.1299,2127.1,86,34,0.6047,2022,Q1,0.3953,52
Baringo,Baringo Health Centre A,2022-02-01,0.1299,2127.1,103,47,0.5437,2022,Q1,0.4563,56
Baringo,Baringo Health Centre A,2022-03-01,0.1299,2127.1,91,48,0.4725,2022,Q1,0.5275,43
Baringo,Baringo Health Centre A,2022-04-01,0.1299,2127.1,101,33,0.6733,2022,Q2,0.3267,68
Baringo,Baringo Health Centre A,2022-05-01,0.1299,2127.1,123,55,0.5528,2022,Q2,0.4472,68
Baringo,Baringo Health Centre A,2022-06-01,0.1299,2127.1,100,53,0.47,2022,Q2,0.53,47
Baringo,Baringo Health Centre A,2022-07-01,0.1299,2127.1,100,36,0.64,2022,Q3,0.36,64
Baringo,Baringo Health Centre A,2022-08-01,0.1299,2127.1,80,47,0.4125,2022,Q3,0.5875,33
Baringo,Baringo Health Centre A,2022-09-01,0.1299,2127.1,79,38,0.519,2022,Q3,0.481,41
Baringo,Baringo Health Centre A,2022-10-01,0.1299,2127.1,94,47,0.5,2022,Q4,0.5,47
Baringo,Baringo Health Centre A,2022-11-01,0.1299,2127.1,84,58,0.3095,2022,Q4,0.6905,26
Baringo,Baringo Health Centre A,2022-12-01,0.1299,2127.1,111,39,0.6486,2022,Q4,0.3514,72
Baringo,Baringo Health Centre A,2023-01-01,0.1299,2127.1,92,40,0.5652,2023,Q1,0.4348,52
Baringo,Baringo Health Centre A,2023-02-01,0.1299,2127.1,108,83,0.2315,2023,Q1,0.7685,25
Baringo,Baringo Health Centre A,2023-03-01,0.1299,2127.1,110,36,0.6727,2023,Q1,0.3273,74
Baringo,Baringo Health Centre A,2023-04-01,0.1299,2127.1,97,38,0.6082,2023,Q2,0.3918,59
Baringo,Baringo Health Centre A,2023-05-01,0.1299,2127.1,87,38,0.5632,2023,Q2,0.4368,49
Baringo,Baringo Health Centre A,2023-06-01,0.1299,2127.1,105,40,0.619,2023,Q2,0.381,65
Baringo,Baringo Health Centre A,2023-07-01,0.1299,2127.1,80,49,0.3875,2023,Q3,0.6125,31
Baringo,Baringo Health Centre A,2023-08-01,0.1299,2127.1,79,22,0.7215,2023,Q3,0.2785,57
Baringo,Baringo Health Centre A,2023-09-01,0.1299,2127.1,94,74,0.2128,2023,Q3,0.7872,20
Baringo,Baringo Health Centre A,2023-10-01,0.1299,2127.1,75,42,0.44,2023,Q4,0.56,33
Baringo,Baringo Health Centre A,2023-11-01,0.1299,2127.1,69,52,0.2464,2023,Q4,0.7536,17
Baringo,Baringo Health Centre A,2023-12-01,0.1299,2127.1,95,57,0.4,2023,Q4,0.6,38
Baringo,Baringo Health Centre B,2022-01-01,0.1299,2127.1,107,63,0.4112,2022,Q1,0.5888,44
Baringo,Baringo Health Centre B,2022-02-01,0.1299,2127.1,107,55,0.486,2022,Q1,0.514,52
Baringo,Baringo Health Centre B,2022-03-01,0.1299,2127.1,103,59,0.4272,2022,Q1,0.5728,44
Baringo,Baringo Health Centre B,2022-04-01,0.1299,2127.1,99,78,0.2121,2022,Q2,0.7879,21
Baringo,Baringo Health Centre B,2022-05-01,0.1299,2127.1,96,64,0.3333,2022,Q2,0.6667,32
Baringo,Baringo Health Centre B,2022-06-01,0.1299,2127.1,110,39,0.6455,2022,Q2,0.3545,71
Baringo,Baringo Health Centre B,2022-07-01,0.1299,2127.1,87,34,0.6092,2022,Q3,0.3908,53
Baringo,Baringo Health Centre B,2022-08-01,0.1299,2127.1,91,35,0.6154,2022,Q3,0.3846,56
Baringo,Baringo Health Centre B,2022-09-01,0.1299,2127.1,88,35,0.6023,2022,Q3,0.3977,53
Baringo,Baringo Health Centre B,2022-10-01,0.1299,2127.1,83,57,0.3133,2022,Q4,0.6867,26
Baringo,Baringo Health Centre B,2022-11-01,0.1299,2127.1,65,40,0.3846,2022,Q4,0.6154,25
